VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost
9552,M S WALKER INC,3041,Zhenka Pink Lemonade Vodka,5.83,9.99,1750.0,15351,89496.33000000069,15317.0,140309.83000000485,58415.62999999664,28145.58999999941,55551.819999999985
3924,HEAVEN HILL DISTILLERIES,5165,Hpnotiq Liqueur,13.33,19.99,750.0,6713,89484.28999999994,6594.0,126652.06000000687,91046.62000000448,5196.919999999869,14069.869999999995
17035,PERNOD RICARD USA,3584,Absolut Raspberri,12.49,16.99,750.0,7164,89478.36000000022,7178.0,126690.22000000806,93176.25000000556,5657.629999999834,123780.21999999997
3252,E & J GALLO WINERY,8189,Camarena Silver Tequila,25.59,31.99,1750.0,3490,89309.09999999941,4279.0,136885.21000000424,102112.08000000463,7866.390000000292,61966.909999999996
3960,DIAGEO NORTH AMERICA INC,3820,Smirnoff Citrus Vodka,13.33,22.99,1750.0,6699,89297.67,6719.0,138642.8100000046,95962.6100000059,12350.250000000504,257032.07000000007
9819,TREASURY WINE ESTATES,39146,Matua Svgn Bl Marlboro,6.53,9.99,750.0,13672,89278.16000000086,13573.0,157800.2700000032,60797.19999999692,1516.229999999966,14836.570000000005
4425,MARTIGNETTI COMPANIES,42874,Decoy by Duckhorn Red Sonoma,11.38,21.99,750.0,7835,89162.29999999976,7259.0,137588.80999999997,61867.189999996925,809.3800000000301,144929.24
12546,JIM BEAM BRANDS COMPANY,4686,Courvoisier VS Cognac,42.96,54.99,1750.0,2075,89141.99999999984,2026.0,108205.74000000172,76588.74000000028,3724.3500000000595,123880.96999999999
12546,JIM BEAM BRANDS COMPANY,4410,Cruzan Mango Flavored Rum,7.93,9.99,750.0,11240,89133.20000000148,11304.0,113891.9600000082,66591.8999999961,8904.169999999924,123880.96999999999
9165,ULTRA BEVERAGE COMPANY LLP,24829,Cecchi Chianti Classico,7.53,11.99,750.0,11824,89034.72000000044,11502.0,133815.98000000618,62216.01999999669,1281.9499999999941,68054.70000000003
8112,MOET HENNESSY USA INC,39523,Cloudy Bay Svgn Bl Marlboro,15.53,22.99,750.0,5728,88955.84000000021,5508.0,132992.920000002,52307.42999999936,615.0500000000183,48347.26
7245,PROXIMO SPIRITS INC.,2951,Old Bushmills Irish Whiskey,28.78,39.99,1750.0,3087,88843.85999999924,3135.0,129456.65000000414,100769.63000000358,5763.890000000195,38994.78000000001
2242,DELICATO VINEYARDS INC,42462,Gnarly Head Old Vine Znfdl,6.89,9.99,750.0,12885,88777.64999999905,12592.0,125609.92000000617,58040.12999999772,1403.3699999999762,7982.649999999999
7239,REMY COINTREAU USA INC,2280,The Botanist Islay Dry Gin,27.4,36.99,750.0,3239,88748.59999999979,2662.0,99373.38000000246,78847.89000000071,2098.839999999954,16978.669999999995
1392,CONSTELLATION BRANDS INC,38850,Ravenswood Vntrs Bl Cab Svgn,4.65,7.99,750.0,19075,88698.75000000083,19025.0,143317.35000000047,49594.87000000061,2126.9299999998775,79528.99
12546,JIM BEAM BRANDS COMPANY,8673,Skinnygirl Margarita,7.87,9.99,750.0,11267,88671.2900000008,11256.0,122034.44000000706,64475.39999999645,8864.369999999897,123880.96999999999
480,BACARDI USA INC,2628,Dewars Special RSV 12-Yr,23.43,31.99,750.0,3780,88565.40000000034,3547.0,112630.53000000349,89305.95000000278,2796.8699999999585,89286.26999999999
8004,SAZERAC CO INC,3218,Firefly Sweet Tea Vodka,10.23,12.99,750.0,8654,88530.41999999933,8548.0,114734.52000000708,71182.95999999915,6734.349999999784,50293.62000000002
9819,TREASURY WINE ESTATES,19636,Ch St Jean Chard Sonoma Cst,7.99,11.99,750.0,11075,88489.25000000071,9905.0,118760.95000000374,50310.039999998946,1105.4600000000264,14836.570000000005
1587,VINEYARD BRANDS INC,7302,Marques de Caceres Rioja Re,6.42,10.99,750.0,13777,88448.33999999928,13085.0,147412.1500000031,63660.18999999768,1459.6099999999608,6070.089999999999
8352,LUXCO INC,2132,Lord Calvert Canadian,10.23,12.99,1750.0,8644,88428.12000000008,8581.0,113264.1900000027,44604.23999999999,15766.710000000401,10261.599999999997
660,SAZERAC NORTH AMERICA INC.,4626,Meukow VS Cognac,11.19,24.49,750.0,7898,88378.61999999947,7521.0,131418.29000000385,56810.56999999855,5924.009999999916,17932.329999999994
9552,M S WALKER INC,12213,Evodia Garnacha Old Vine,5.29,8.99,750.0,16697,88327.13000000025,16723.0,145025.77000000424,58239.719999996756,1867.8499999998821,55551.819999999985
3664,WILLIAM GRANT & SONS INC,1228,Glenfiddich Ancient RSV 18,69.76,95.99,750.0,1263,88106.87999999976,1130.0,112533.70000000115,92510.72000000102,891.2299999999964,30234.42000000001
17035,PERNOD RICARD USA,859,Beefeater Gin,17.29,22.99,1000.0,5093,88057.97000000007,5006.0,116057.94000000402,77401.63000000085,5256.300000000222,123780.21999999997
4425,MARTIGNETTI COMPANIES,24996,Lincourt Steel Chard,6.84,9.99,750.0,12861,87969.2400000003,11985.0,119730.15000000397,43186.77000000019,1339.6799999999675,144929.24
3252,E & J GALLO WINERY,2152,New Amsterdam Gin,7.19,9.99,750.0,12182,87588.57999999888,12030.0,128623.70000001173,86822.93000000594,9478.420000000358,61966.909999999996
660,SAZERAC NORTH AMERICA INC.,8370,Chi Chi's Margarita,5.71,8.99,1750.0,15333,87551.42999999813,15303.0,130515.9700000085,68211.87999999667,28118.529999998664,17932.329999999994
3960,DIAGEO NORTH AMERICA INC,3609,Smirnoff Vanilla Vodka,0.74,0.99,50.0,118058,87362.92000000029,116244.0,115081.56000000304,16830.98999999758,6090.300000000537,257032.07000000007
480,BACARDI USA INC,4229,Bacardi Black,14.7,19.99,1750.0,5924,87082.7999999989,6010.0,128167.90000000672,88506.71000000376,11047.400000000427,89286.26999999999
660,SAZERAC NORTH AMERICA INC.,1479,Ten High,9.22,11.99,1750.0,9433,86972.2600000018,9380.0,131845.70000000557,71548.13999999894,17236.210000000472,17932.329999999994
1128,BROWN-FORMAN CORP,63,Herradura Reposado Tequila,30.46,38.99,750.0,2855,86963.29999999968,2778.0,112249.22000000307,88553.10000000185,2190.4499999999503,68601.68000000001
17035,PERNOD RICARD USA,3085,Absolut Mini Bar 5/50mls,4.72,5.99,50.0,18419,86937.6799999995,17072.0,123563.28000000647,57312.25999999669,878.96999999998,123780.21999999997
17035,PERNOD RICARD USA,3591,Absolut Vanilia,13.48,16.99,750.0,6448,86919.03999999962,6334.0,112144.66000000488,76639.80000000077,4992.089999999879,123780.21999999997
12546,JIM BEAM BRANDS COMPANY,2696,McClelland Highland Sgl Malt,25.19,37.99,1750.0,3439,86628.40999999958,3420.0,125199.8000000046,99736.79000000368,6287.900000000225,123880.96999999999
4425,MARTIGNETTI COMPANIES,12994,Acrobat Pnt Gris Oregon,8.16,12.99,750.0,10611,86585.75999999946,9170.0,110585.18000000216,46819.67999999908,1023.410000000041,144929.24
9165,ULTRA BEVERAGE COMPANY LLP,3762,Patron Silver Tequila,4.61,5.99,50.0,18781,86580.4100000002,18313.0,109694.87000000558,48123.659999998636,944.2899999999855,68054.70000000003
7153,PINE STATE TRADING CO,6499,Kinky Liqueur,12.68,17.99,750.0,6812,86376.16000000079,6986.0,122534.14000000668,88311.68000000439,5505.869999999833,15884.819999999998
12546,JIM BEAM BRANDS COMPANY,2986,Hibiki Harmony Japan Whiskey,51.96,65.99,750.0,1659,86201.64,1557.0,106710.4300000011,73637.26,1227.0299999999877,123880.96999999999
3924,HEAVEN HILL DISTILLERIES,1178,Evan Williams Black Label B,7.83,10.99,750.0,10989,86043.87000000078,10892.0,120257.58000000998,84328.24000000487,8583.249999999776,14069.869999999995
17035,PERNOD RICARD USA,1876,Midleton Rare Irish Whiskey,106.61,149.99,750.0,806,85927.6600000003,578.0,88949.22000000036,76365.04000000008,456.06000000000324,123780.21999999997
1590,DIAGEO CHATEAU ESTATE WINES,12147,Sterling Vintners CA Meritag,5.26,7.95,750.0,16333,85911.58000000003,14830.0,127382.73999999842,51165.41999999649,1656.3599999999806,7259.75
12546,JIM BEAM BRANDS COMPANY,5725,DeKuyper Sour Apple Pucker,7.4,10.99,750.0,11600,85840.00000000093,11478.0,119485.22000000934,79422.8300000027,9042.879999999888,123880.96999999999
7245,PROXIMO SPIRITS INC.,2952,Old Bushmills,14.61,18.99,750.0,5875,85833.75000000067,5782.0,132962.18000000683,103538.05000000639,4558.6199999999035,38994.78000000001
9552,M S WALKER INC,3768,Jenkins Vodka,3.62,5.99,750.0,23649,85609.38000000123,23532.0,126608.68000001078,50898.26999999678,18530.650000002188,55551.819999999985
3960,DIAGEO NORTH AMERICA INC,4241,Capt Morgan Spiced Rum,1.47,1.99,50.0,58226,85592.22000000013,59308.0,118022.92000000473,26584.410000006643,3096.970000000005,257032.07000000007
8673,STE MICHELLE WINE ESTATES,42766,14 Hands Merlot Wash,5.85,8.95,750.0,14624,85550.39999999927,14989.0,148235.97000000492,62541.829999996226,1672.9199999999319,15919.700000000003
8352,LUXCO INC,1692,Everclear 151,13.4,19.99,750.0,6382,85518.80000000057,6318.0,120334.32000000624,89709.97000000469,4980.059999999879,10261.599999999997
1392,CONSTELLATION BRANDS INC,3133,Svedka Strwbry Lemonad Vodka,8.79,10.99,750.0,9724,85473.9600000002,10307.0,116701.93000000675,69941.40999999816,8119.859999999636,79528.99
6359,OLE SMOKY DISTILLERY LLC,1738,Ole Smoky Moonshine Cherries,14.72,19.99,750.0,5806,85464.32000000121,5732.0,109616.68000000514,78397.15000000148,4517.959999999932,1922.0
3252,E & J GALLO WINERY,23273,Apothic Crush,6.45,9.99,750.0,13196,85114.19999999982,11932.0,108390.36000000245,38600.39000000049,1334.4400000000035,61966.909999999996
2242,DELICATO VINEYARDS INC,13708,Bota Box Cab Svgn,11.33,17.99,3000.0,7507,85054.31000000218,7493.0,138489.0700000068,101689.14000000794,3371.849999999827,7982.649999999999
4425,MARTIGNETTI COMPANIES,8737,Freixenet Cordon Negro Brut,7.14,10.99,750.0,11861,84687.53999999918,11624.0,142631.76000000312,53821.16999999835,1298.1600000000124,144929.24
9552,M S WALKER INC,3643,Caldwells Vodka,7.71,12.49,1750.0,10921,84200.9099999995,11031.0,111508.19000000291,35849.68000000168,20267.839999999982,55551.819999999985
8664,"STOLI GROUP,(USA) LLC",3936,Stolichnaya,15.21,22.99,1000.0,5534,84172.13999999982,5380.0,127286.2000000033,64442.75999999825,5649.000000000168,18544.489999999998
1590,DIAGEO CHATEAU ESTATE WINES,32908,Sterling Vintners Cltn Merlo,6.55,9.95,750.0,12832,84049.60000000028,13263.0,143443.8300000025,63464.34999999538,1479.399999999981,7259.75
12546,JIM BEAM BRANDS COMPANY,4201,Calico Jack Silver Rum,9.55,12.99,1750.0,8786,83906.30000000144,9031.0,118800.69000000847,78179.61000000134,16597.80000000067,123880.96999999999
12546,JIM BEAM BRANDS COMPANY,1377,Jim Beam Honey,19.19,23.99,1750.0,4370,83860.29999999951,3765.0,92406.35000000228,69157.85999999904,6921.14000000024,123880.96999999999
7245,PROXIMO SPIRITS INC.,1875,Bushmills Black Bush,20.71,31.99,750.0,4043,83730.52999999985,4054.0,112926.46000000395,85714.35000000233,3196.2099999999537,38994.78000000001
8004,SAZERAC CO INC,5828,Ryans Irish Cream,6.61,8.99,750.0,12658,83669.38000000108,13458.0,122713.42000000863,77291.56000000215,10601.780000000268,50293.62000000002
9165,ULTRA BEVERAGE COMPANY LLP,26732,Bonterra Cab Svgn Organic,6.79,13.99,750.0,12319,83646.01000000033,10877.0,142666.23000000484,65887.24999999691,1212.3400000000204,68054.70000000003
8892,TRINCHERO FAMILY ESTATES,24805,Menage a Trois Silk Soft Red,6.84,12.99,750.0,12220,83584.80000000041,11991.0,133363.09000000355,44314.43999999991,1341.8999999999862,11595.970000000003
9819,TREASURY WINE ESTATES,17865,Ch St Jean Pnt Nr,6.09,9.99,750.0,13691,83378.19000000042,13507.0,140286.33000000133,59492.76999999585,1507.7899999999734,14836.570000000005
8004,SAZERAC CO INC,5212,Margaritaville Silver,15.38,19.99,1750.0,5420,83359.59999999926,5341.0,109308.59000000541,79223.43000000122,9817.410000000387,50293.62000000002
8112,MOET HENNESSY USA INC,4664,Hennessy Black Cognac,27.77,35.99,750.0,2984,82865.68000000008,2925.0,107263.75000000169,67154.74999999903,2305.33999999997,48347.26
12546,JIM BEAM BRANDS COMPANY,5232,DeKuyper Buttershots Schnaps,10.71,16.99,1750.0,7736,82852.55999999987,7649.0,120658.510000007,88084.28000000467,14059.70000000064,123880.96999999999
3664,WILLIAM GRANT & SONS INC,2992,Hudson Baby Bourbon Whiskey,35.96,49.99,750.0,2302,82779.91999999993,2080.0,103979.2000000021,83633.27000000102,1640.3499999999656,30234.42000000001
3960,DIAGEO NORTH AMERICA INC,2908,Buchanans Deluxe 18 Yr Old,53.84,69.99,750.0,1536,82698.23999999985,1357.0,93502.43000000049,49244.849999999846,1068.7299999999968,257032.07000000007
4425,MARTIGNETTI COMPANIES,438,Licor 43 Vanilla Liqueur,12.77,19.99,750.0,6455,82430.3500000001,6381.0,119411.19000000534,77743.54000000126,5027.709999999904,144929.24
10754,PERFECTA WINES,17504,Butternut Chard,7.99,14.99,750.0,10291,82225.09000000003,8935.0,120864.65000000426,54844.84999999844,996.2300000000491,28720.52
4425,MARTIGNETTI COMPANIES,43873,Duckhorn Cab Svgn Napa,46.66,69.99,750.0,1762,82214.91999999985,1606.0,110351.94000000104,67662.15999999952,178.16000000000184,144929.24
3960,DIAGEO NORTH AMERICA INC,7341,Smirnoff Watermelon,0.75,0.99,50.0,109452,82089.0,106514.0,105448.86000000288,15800.399999996986,5580.9700000004195,257032.07000000007
1392,CONSTELLATION BRANDS INC,8345,R M Woodbridge Cab Svgn Cal,3.37,7.99,750.0,24358,82086.46000000041,24136.0,141624.63999999926,41053.17000000059,2702.6400000000117,79528.99
7239,REMY COINTREAU USA INC,4254,Remy Martin 1738 Accord Royl,23.43,29.99,375.0,3503,82075.29000000046,2837.0,72486.63000000024,44047.79000000001,1112.7499999999948,16978.669999999995
6213,MHW LTD,8040,Bols Blue Curacao,6.01,7.99,750.0,13654,82060.53999999964,13434.0,119788.6600000098,65606.17999999467,10580.580000000773,9621.580000000002
1601,VRANKEN AMERICA,32084,Heidsieck Brut Monopole Epe,18.91,27.99,750.0,4337,82012.66999999987,4398.0,126761.0200000013,57945.14999999892,490.18000000001246,1048.9699999999998
17035,PERNOD RICARD USA,2944,The Glenlivet Founders Res,32.14,44.99,750.0,2549,81924.85999999971,2624.0,128328.76000000372,103893.78000000326,2069.44999999995,123780.21999999997
12546,JIM BEAM BRANDS COMPANY,2226,Jim Beam Devils Cut,27.6,36.99,1750.0,2967,81889.20000000032,2672.0,100813.28000000259,84959.48000000151,4913.240000000156,123880.96999999999
7245,PROXIMO SPIRITS INC.,8761,Jose Cuervo Especial,7.08,10.99,375.0,11566,81887.28000000052,11627.0,125246.73000001154,87696.74000000657,4558.879999999866,38994.78000000001
12546,JIM BEAM BRANDS COMPANY,4416,Cruzan Coconut Flavored Rum,7.68,9.99,750.0,10656,81838.08000000138,10621.0,106918.79000000707,65377.06999999558,8366.809999999692,123880.96999999999
3960,DIAGEO NORTH AMERICA INC,3486,Tanqueray,9.84,12.99,375.0,8316,81829.44000000048,8273.0,107466.27000000745,80706.87000000276,3241.839999999854,257032.07000000007
17035,PERNOD RICARD USA,5747,Malibu Pineapple Rum,8.88,11.99,750.0,9209,81775.91999999943,8783.0,114342.17000000684,71121.5199999989,6919.5399999997335,123780.21999999997
7153,PINE STATE TRADING CO,44228,Clean Slate Rsl Mosel,5.59,10.99,750.0,14627,81764.93000000069,15718.0,166518.57000000405,69639.55000000034,1753.6499999999085,15884.819999999998
12546,JIM BEAM BRANDS COMPANY,8452,Cruzan Aged Light Rum,12.68,16.99,1750.0,6444,81709.92000000062,5956.0,102788.44000000486,70349.27999999902,10948.100000000419,123880.96999999999
10754,PERFECTA WINES,2554,WhistlePig Old World 12 Yr,83.33,114.99,750.0,980,81663.40000000004,920.0,102860.80000000099,83242.55000000044,725.6599999999979,28720.52
11567,CAMPARI AMERICA,4787,Appleton Special Gold Rum,15.03,19.99,1750.0,5431,81627.92999999918,5315.0,110368.85000000497,77726.66000000089,9769.940000000373,20964.809999999998
1485,CASTLE BRANDS CORP.,4294,Goslings Black Seal 151,11.71,15.99,750.0,6970,81618.69999999974,6723.0,108721.77000000411,67678.3099999979,5297.319999999893,8497.589999999998
4425,MARTIGNETTI COMPANIES,26181,Jaume Serra Cristalino Brut,4.57,8.99,750.0,17848,81565.35999999935,17145.0,150538.1100000002,41385.88999999893,1920.079999999996,144929.24
480,BACARDI USA INC,3961,Grey Goose La Poire Vodka,18.17,23.99,750.0,4484,81474.27999999987,4625.0,113994.25000000402,75587.9000000004,3644.7099999999787,89286.26999999999
480,BACARDI USA INC,4196,Bacardi Dragon Berry Rum,7.46,11.99,750.0,10880,81164.79999999965,10497.0,120103.03000000746,72288.0299999995,8269.709999999674,89286.26999999999
9165,ULTRA BEVERAGE COMPANY LLP,8144,Corralejo Reposado Tequila,22.38,29.99,750.0,3626,81149.87999999957,3565.0,109744.35000000332,84132.73000000186,2810.439999999957,68054.70000000003
8673,STE MICHELLE WINE ESTATES,6727,Antinori Toscana Rd,10.36,18.99,750.0,7832,81139.52000000047,7589.0,137534.81000000288,63395.50999999753,845.8600000000363,15919.700000000003
3252,E & J GALLO WINERY,37656,MacMurray Ranch Sonma Pnt Nr,13.51,19.99,750.0,6005,81127.54999999997,5688.0,111365.36000000167,48446.809999999365,634.4100000000203,61966.909999999996
11567,CAMPARI AMERICA,376,Aperol Liqueur,18.97,26.99,750.0,4275,81096.75000000073,4126.0,118710.7400000044,81277.76000000138,3251.409999999974,20964.809999999998
3960,DIAGEO NORTH AMERICA INC,3278,Gordons London Dry,5.79,7.99,750.0,14006,81094.74000000049,13920.0,111220.80000000783,58814.38999999625,10966.58000000059,257032.07000000007
11567,CAMPARI AMERICA,3794,Cabo Wabo Reposado Tequila,27.77,36.99,750.0,2915,80949.54999999997,2855.0,109404.4500000035,91468.14000000247,2251.5699999999456,20964.809999999998
1392,CONSTELLATION BRANDS INC,38502,Ruffino Lumina Pnt Grigio,4.57,6.99,750.0,17705,80911.84999999804,17602.0,130386.98000000714,49414.06999999865,1967.1299999998807,79528.99
3960,DIAGEO NORTH AMERICA INC,3593,Smirnoff Blue 100 Proof Trav,21.42,26.99,1750.0,3772,80796.23999999979,3752.0,101266.48000000225,63372.51999999855,6895.570000000193,257032.07000000007
8004,SAZERAC CO INC,2924,Speyburn 10-Yr Single Malt,17.18,21.99,750.0,4698,80711.64000000079,4573.0,107599.27000000393,80381.86000000134,3604.859999999963,50293.62000000002
4550,KLIN SPIRITS LLC,3209,Hammer & Sickle Vodka,14.07,19.99,750.0,5733,80663.3099999991,5710.0,114142.90000000554,80379.79000000171,4500.409999999928,531.5
1392,CONSTELLATION BRANDS INC,6567,Clos du Bois Merlot N Cst,6.12,10.99,750.0,13180,80661.60000000088,13410.0,127212.90000000618,52291.66999999814,1496.5699999999417,79528.99
3960,DIAGEO NORTH AMERICA INC,3123,Booths London Dry Gin,10.94,14.99,1750.0,7370,80627.7999999993,7379.0,110611.21000000327,55987.649999998386,13559.44000000042,257032.07000000007
9552,M S WALKER INC,1094,Four Roses Single Barrel Brb,29.92,40.99,750.0,2692,80544.6399999999,2616.0,109302.84000000264,85926.43000000148,2062.76999999995,55551.819999999985
1392,CONSTELLATION BRANDS INC,6599,Estancia Cab Svgn Paso Roble,5.78,12.99,750.0,13931,80521.18000000046,13838.0,162703.1199999992,66119.7699999963,1545.2799999999343,79528.99
9165,ULTRA BEVERAGE COMPANY LLP,8173,Amarula Cream Liqueur,14.28,17.99,750.0,5634,80453.52000000034,5159.0,108737.41000000318,69231.3699999991,4064.709999999997,68054.70000000003
3252,E & J GALLO WINERY,6569,W Hill Chard Napa,12.98,19.99,750.0,6192,80372.15999999987,6051.0,123470.49000000354,62839.15999999809,673.470000000031,61966.909999999996
2000,SOUTHERN WINE & SPIRITS NE,25588,High Valley Znfdl,20.26,29.99,750.0,3959,80209.34000000005,3957.0,55406.43000000014,21784.440000000395,442.0100000000083,19016.59
1392,CONSTELLATION BRANDS INC,8892,R Mondavi Cab Svgn Napa,17.0,26.99,750.0,4710,80070.0,3480.0,94516.20000000189,51879.90999999941,386.88000000001267,79528.99
8112,MOET HENNESSY USA INC,2694,Glenmorangie LaSanta,37.31,52.99,750.0,2144,79992.64000000017,1955.0,100054.45000000157,83691.66000000105,1541.9499999999687,48347.26
17035,PERNOD RICARD USA,1556,Kahlua w/50mL Absolut+Glass,14.84,21.99,750.0,5387,79943.07999999973,5368.0,102296.32000000094,42667.64000000016,4227.2199999999975,123780.21999999997
4425,MARTIGNETTI COMPANIES,36380,Sebastiani Znfdl Sonoma Cnty,6.49,9.99,750.0,12309,79885.40999999995,14668.0,146533.32000000242,41218.740000000595,1643.3399999999704,144929.24
8112,MOET HENNESSY USA INC,43788,Veuve Clicquot Ponsardin Rs,34.01,54.99,750.0,2340,79583.40000000007,2298.0,121233.02000000142,74437.94000000009,254.91000000000503,48347.26
3960,DIAGEO NORTH AMERICA INC,3608,Smirnoff Orange Vodka,0.72,0.99,50.0,110517,79572.23999999998,110332.0,109228.68000000427,18217.97999999982,5779.8000000004995,257032.07000000007
